State,District,Year,Quarter,Registered_Users,App_Open_Count
Kerala,Alappuzha,2022,4,622234,18999526
Kerala,Kozhikode,2022,4,1022289,38157103
Kerala,Kollam,2022,4,724767,23525755
Kerala,Thrissur,2022,4,889949,22786290
Kerala,Palakkad,2022,4,717320,27381415
Kerala,Kannur,2022,4,738843,25180742
Kerala,Kottayam,2022,4,585546,17988479
Kerala,Ernakulam,2022,4,1687311,53387728
Kerala,Idukki,2022,4,320679,11278104
Kerala,Thiruvananthapuram,2023,1,1196164,5790866
Kerala,Kasaragod,2023,1,352199,7272460
Kerala,Malappuram,2023,1,1043945,11327999
Kerala,Pathanamthitta,2023,1,327848,4496002
Kerala,Wayanad,2023,1,281511,7462010
Kerala,Alappuzha,2023,1,649660,3956500
Kerala,Kozhikode,2023,1,1063764,10336755
Kerala,Kollam,2023,1,756282,5731050
Kerala,Thrissur,2023,1,927648,5348184
Kerala,Palakkad,2023,1,747944,11955428
Kerala,Kannur,2023,1,769407,11743750
Kerala,Kottayam,2023,1,611048,5890990
Kerala,Ernakulam,2023,1,1760620,8892815
Kerala,Idukki,2023,1,334683,16191071
Kerala,Thiruvananthapuram,2023,2,1241042,6354892
Kerala,Kasaragod,2023,2,365799,7727594
Kerala,Malappuram,2023,2,1082848,11475040
Kerala,Pathanamthitta,2023,2,340929,4397954
Kerala,Wayanad,2023,2,292600,7246631
Kerala,Alappuzha,2023,2,675625,3829674
Kerala,Kozhikode,2023,2,1102669,8793853
Kerala,Kollam,2023,2,786161,6933075
Kerala,Thrissur,2023,2,963142,5302267
Kerala,Palakkad,2023,2,777224,13375973
Kerala,Kannur,2023,2,798378,10810493
Kerala,Kottayam,2023,2,635322,6941205
Kerala,Ernakulam,2023,2,1826879,9272340
Kerala,Idukki,2023,2,348723,18849803
Kerala,Thiruvananthapuram,2023,3,1288756,5237375
Kerala,Kasaragod,2023,3,379477,9114678
Kerala,Malappuram,2023,3,1122286,15747619
Kerala,Pathanamthitta,2023,3,354481,3660388
Kerala,Wayanad,2023,3,304106,8337163
Kerala,Alappuzha,2023,3,702662,2846975
Kerala,Kozhikode,2023,3,1142968,10149133
Kerala,Kollam,2023,3,817493,7838703
Kerala,Thrissur,2023,3,1000321,6608692
Kerala,Palakkad,2023,3,807530,18972836
Kerala,Kannur,2023,3,828310,14423435
Kerala,Kottayam,2023,3,660585,8034023
Kerala,Ernakulam,2023,3,1897604,9073384
Kerala,Idukki,2023,3,362564,25000023
Kerala,Thiruvananthapuram,2023,4,1334950,77115870
Kerala,Kasaragod,2023,4,392611,23578195
Kerala,Malappuram,2023,4,1160238,84540605
Kerala,Pathanamthitta,2023,4,367730,22005049
Kerala,Wayanad,2023,4,314903,23024547
Kerala,Alappuzha,2023,4,728812,41346378
Kerala,Kozhikode,2023,4,1181172,75460182
Kerala,Kollam,2023,4,847768,49131409
Kerala,Thrissur,2023,4,1036542,58890256
Kerala,Palakkad,2023,4,836952,60640107
Kerala,Kannur,2023,4,857051,48779264
Kerala,Kottayam,2023,4,685268,44070801
Kerala,Ernakulam,2023,4,1964544,113587855
Kerala,Idukki,2023,4,376433,25133135
Ladakh,Kargil,2018,1,1529,0
Ladakh,Leh Ladakh,2018,1,7255,0
Ladakh,Kargil,2018,2,2185,0
Ladakh,Leh Ladakh,2018,2,10733,0
Ladakh,Kargil,2018,3,3132,0
Ladakh,Leh Ladakh,2018,3,14617,0
Ladakh,Kargil,2018,4,4436,0
Ladakh,Leh Ladakh,2018,4,19447,0
Ladakh,Kargil,2019,1,5758,0
Ladakh,Leh Ladakh,2019,1,23891,0
Ladakh,Kargil,2019,2,7126,37803
Ladakh,Leh Ladakh,2019,2,28390,119514
Ladakh,Kargil,2019,3,7718,75759
Ladakh,Leh Ladakh,2019,3,31455,427367
Ladakh,Kargil,2019,4,8338,29350
Ladakh,Leh Ladakh,2019,4,34770,441090
Ladakh,Kargil,2020,1,9711,120845
Ladakh,Leh Ladakh,2020,1,38079,469639
Ladakh,Kargil,2020,2,11252,169411
Ladakh,Leh Ladakh,2020,2,41782,526262
Ladakh,Kargil,2020,3,12814,229879
Ladakh,Leh Ladakh,2020,3,45587,785801
Ladakh,Kargil,2020,4,14601,273960
Ladakh,Leh Ladakh,2020,4,50252,958797
Ladakh,Kargil,2021,1,15824,237045
Ladakh,Leh Ladakh,2021,1,54095,947159
Ladakh,Kargil,2021,2,17077,1494139
Ladakh,Leh Ladakh,2021,2,57971,2897493
Ladakh,Kargil,2021,3,18577,2373080
Ladakh,Leh Ladakh,2021,3,62633,4726470
Ladakh,Kargil,2021,4,20008,573827
Ladakh,Leh Ladakh,2021,4,67049,2091376
Ladakh,Kargil,2022,1,21319,2837111
Ladakh,Leh Ladakh,2022,1,71173,6064969
Ladakh,Kargil,2022,2,22475,5003733
Ladakh,Leh Ladakh,2022,2,75042,9764396
Ladakh,Kargil,2022,3,23530,7104562
Ladakh,Leh Ladakh,2022,3,78769,12630219
Ladakh,Kargil,2022,4,24326,909994
Ladakh,Leh Ladakh,2022,4,82011,2922345
Ladakh,Kargil,2023,1,25409,4076993
Ladakh,Leh Ladakh,2023,1,85582,10445502
Ladakh,Kargil,2023,2,26588,8423789
Ladakh,Leh Ladakh,2023,2,89148,17861731
Ladakh,Kargil,2023,3,27747,14562879
Ladakh,Leh Ladakh,2023,3,92688,28073151
Ladakh,Kargil,2023,4,28762,2052328
Ladakh,Leh Ladakh,2023,4,96066,5055795
Lakshadweep,Lakshadweep,2018,1,501,0
Lakshadweep,Lakshadweep,2018,2,686,0
Lakshadweep,Lakshadweep,2018,3,918,0
Lakshadweep,Lakshadweep,2018,4,1156,0
Lakshadweep,Lakshadweep,2019,1,1416,0
Lakshadweep,Lakshadweep,2019,2,1747,4580
Lakshadweep,Lakshadweep,2019,3,2117,15038
Lakshadweep,Lakshadweep,2019,4,2427,17760
Lakshadweep,Lakshadweep,2020,1,2772,21982
Lakshadweep,Lakshadweep,2020,2,3187,29202
Lakshadweep,Lakshadweep,2020,3,3644,32128
Lakshadweep,Lakshadweep,2020,4,4179,41144
Lakshadweep,Lakshadweep,2021,1,4577,47283
Lakshadweep,Lakshadweep,2021,2,4896,40301
Lakshadweep,Lakshadweep,2021,3,5287,49127
Lakshadweep,Lakshadweep,2021,4,5638,67320
Lakshadweep,Lakshadweep,2022,1,5990,45410
Lakshadweep,Lakshadweep,2022,2,6327,38450
Lakshadweep,Lakshadweep,2022,3,6645,18111
Lakshadweep,Lakshadweep,2022,4,6961,72377
Lakshadweep,Lakshadweep,2023,1,7267,43821
Lakshadweep,Lakshadweep,2023,2,7585,90501
Lakshadweep,Lakshadweep,2023,3,7912,294406
Lakshadweep,Lakshadweep,2023,4,8225,924554
Madhya Pradesh,Morena,2018,1,42153,0
Madhya Pradesh,Alirajpur,2018,1,3746,0
Madhya Pradesh,Sehore,2018,1,61158,0
Madhya Pradesh,Rajgarh,2018,1,39336,0
Madhya Pradesh,Khargone,2018,1,40995,0
Madhya Pradesh,Satna,2018,1,59252,0
Madhya Pradesh,Narsinghpur,2018,1,38027,0
Madhya Pradesh,Jabalpur,2018,1,115953,0
Madhya Pradesh,Hoshangabad,2018,1,50658,0
Madhya Pradesh,Vidisha,2018,1,43378,0
Madhya Pradesh,Balaghat,2018,1,38064,0
Madhya Pradesh,Singrauli,2018,1,45254,0
Madhya Pradesh,Betul,2018,1,49045,0
Madhya Pradesh,Sidhi,2018,1,20030,0
Madhya Pradesh,Datia,2018,1,16322,0
Madhya Pradesh,Dewas,2018,1,62902,0
Madhya Pradesh,Sheopur,2018,1,9808,0
Madhya Pradesh,Neemuch,2018,1,27995,0
Madhya Pradesh,Raisen,2018,1,47344,0
Madhya Pradesh,Mandsaur,2018,1,42041,0
Madhya Pradesh,Barwani,2018,1,15811,0
Madhya Pradesh,Katni,2018,1,28098,0
Madhya Pradesh,Dindori,2018,1,6114,0
Madhya Pradesh,Shivpuri,2018,1,25449,0
Madhya Pradesh,Gwalior,2018,1,142453,0
Madhya Pradesh,Anuppur,2018,1,18656,0
Madhya Pradesh,Agar Malwa,2018,1,12058,0
Madhya Pradesh,Ashoknagar,2018,1,16495,0
Madhya Pradesh,Sagar,2018,1,72857,0
Madhya Pradesh,Niwari,2018,1,6771,0
Madhya Pradesh,Rewa,2018,1,73336,0
Madhya Pradesh,Shajapur,2018,1,29995,0
Madhya Pradesh,Ujjain,2018,1,84441,0
Madhya Pradesh,Bhind,2018,1,34085,0
Madhya Pradesh,Tikamgarh,2018,1,15917,0
Madhya Pradesh,Seoni,2018,1,29095,0
Madhya Pradesh,Harda,2018,1,18120,0
Madhya Pradesh,Burhanpur,2018,1,16077,0
Madhya Pradesh,Damoh,2018,1,24961,0
Madhya Pradesh,Bhopal,2018,1,307312,0
Madhya Pradesh,Jhabua,2018,1,9632,0
Madhya Pradesh,Dhar,2018,1,63440,0
Madhya Pradesh,Guna,2018,1,36829,0
Madhya Pradesh,East Nimar,2018,1,29308,0
Madhya Pradesh,Chhindwara,2018,1,65005,0
Madhya Pradesh,Umaria,2018,1,11572,0
Madhya Pradesh,Mandla,2018,1,13593,0
Madhya Pradesh,Indore,2018,1,366977,0
Madhya Pradesh,Shahdol,2018,1,26509,0
Madhya Pradesh,Ratlam,2018,1,49298,0
Madhya Pradesh,Panna,2018,1,13874,0
Madhya Pradesh,Chhatarpur,2018,1,36004,0
Madhya Pradesh,Morena,2018,2,58065,0
Madhya Pradesh,Alirajpur,2018,2,5452,0
Madhya Pradesh,Sehore,2018,2,82040,0
Madhya Pradesh,Rajgarh,2018,2,54095,0
Madhya Pradesh,Khargone,2018,2,56609,0
Madhya Pradesh,Satna,2018,2,81811,0
Madhya Pradesh,Narsinghpur,2018,2,51214,0
Madhya Pradesh,Jabalpur,2018,2,155624,0
Madhya Pradesh,Hoshangabad,2018,2,67994,0
Madhya Pradesh,Vidisha,2018,2,59517,0
Madhya Pradesh,Balaghat,2018,2,51925,0
Madhya Pradesh,Singrauli,2018,2,59664,0
Madhya Pradesh,Betul,2018,2,66003,0
Madhya Pradesh,Sidhi,2018,2,27757,0
Madhya Pradesh,Datia,2018,2,23685,0
Madhya Pradesh,Dewas,2018,2,84342,0
Madhya Pradesh,Sheopur,2018,2,13621,0
Madhya Pradesh,Neemuch,2018,2,37523,0
Madhya Pradesh,Raisen,2018,2,63216,0
Madhya Pradesh,Mandsaur,2018,2,56151,0
Madhya Pradesh,Barwani,2018,2,22443,0
Madhya Pradesh,Katni,2018,2,39536,0
Madhya Pradesh,Dindori,2018,2,9224,0
Madhya Pradesh,Shivpuri,2018,2,37234,0
Madhya Pradesh,Gwalior,2018,2,193605,0
Madhya Pradesh,Anuppur,2018,2,25374,0
Madhya Pradesh,Agar Malwa,2018,2,16753,0
Madhya Pradesh,Ashoknagar,2018,2,23253,0
Madhya Pradesh,Sagar,2018,2,100623,0
Madhya Pradesh,Niwari,2018,2,9413,0
Madhya Pradesh,Rewa,2018,2,100661,0
Madhya Pradesh,Shajapur,2018,2,41285,0
Madhya Pradesh,Ujjain,2018,2,113216,0
Madhya Pradesh,Bhind,2018,2,47639,0
Madhya Pradesh,Tikamgarh,2018,2,21942,0
Madhya Pradesh,Seoni,2018,2,39979,0
Madhya Pradesh,Harda,2018,2,24635,0
Madhya Pradesh,Burhanpur,2018,2,22302,0
Madhya Pradesh,Damoh,2018,2,33463,0
Madhya Pradesh,Bhopal,2018,2,398498,0
Madhya Pradesh,Jhabua,2018,2,13499,0
Madhya Pradesh,Dhar,2018,2,86280,0
Madhya Pradesh,Guna,2018,2,52881,0
Madhya Pradesh,East Nimar,2018,2,39725,0
Madhya Pradesh,Chhindwara,2018,2,87704,0
Madhya Pradesh,Umaria,2018,2,15772,0
Madhya Pradesh,Mandla,2018,2,19276,0
Madhya Pradesh,Indore,2018,2,479904,0
Madhya Pradesh,Shahdol,2018,2,35993,0
Madhya Pradesh,Ratlam,2018,2,66181,0
Madhya Pradesh,Panna,2018,2,18555,0
Madhya Pradesh,Chhatarpur,2018,2,48506,0
Madhya Pradesh,Morena,2018,3,75004,0
Madhya Pradesh,Alirajpur,2018,3,7606,0
Madhya Pradesh,Sehore,2018,3,103905,0
Madhya Pradesh,Rajgarh,2018,3,70348,0
Madhya Pradesh,Khargone,2018,3,72892,0
Madhya Pradesh,Satna,2018,3,103407,0
Madhya Pradesh,Narsinghpur,2018,3,64578,0
Madhya Pradesh,Jabalpur,2018,3,193535,0
Madhya Pradesh,Hoshangabad,2018,3,84713,0
Madhya Pradesh,Vidisha,2018,3,76590,0
Madhya Pradesh,Balaghat,2018,3,68079,0
Madhya Pradesh,Singrauli,2018,3,73175,0
Madhya Pradesh,Betul,2018,3,83041,0
Madhya Pradesh,Sidhi,2018,3,35518,0
Madhya Pradesh,Datia,2018,3,30483,0
Madhya Pradesh,Dewas,2018,3,105774,0
Madhya Pradesh,Sheopur,2018,3,17723,0
Madhya Pradesh,Neemuch,2018,3,47901,0
Madhya Pradesh,Raisen,2018,3,78648,0
Madhya Pradesh,Mandsaur,2018,3,73577,0
Madhya Pradesh,Barwani,2018,3,29421,0
Madhya Pradesh,Katni,2018,3,49748,0
Madhya Pradesh,Dindori,2018,3,12903,0
Madhya Pradesh,Shivpuri,2018,3,47616,0
Madhya Pradesh,Gwalior,2018,3,236305,0
Madhya Pradesh,Anuppur,2018,3,32188,0
Madhya Pradesh,Agar Malwa,2018,3,22143,0
Madhya Pradesh,Ashoknagar,2018,3,30102,0
Madhya Pradesh,Sagar,2018,3,128283,0
Madhya Pradesh,Niwari,2018,3,12173,0
Madhya Pradesh,Rewa,2018,3,125803,0
Madhya Pradesh,Shajapur,2018,3,52686,0
Madhya Pradesh,Ujjain,2018,3,143770,0
Madhya Pradesh,Bhind,2018,3,61906,0
Madhya Pradesh,Tikamgarh,2018,3,28168,0
Madhya Pradesh,Seoni,2018,3,51561,0
Madhya Pradesh,Harda,2018,3,30835,0
Madhya Pradesh,Burhanpur,2018,3,28441,0
Madhya Pradesh,Damoh,2018,3,42032,0
Madhya Pradesh,Bhopal,2018,3,474192,0
Madhya Pradesh,Jhabua,2018,3,18084,0
Madhya Pradesh,Dhar,2018,3,110726,0
Madhya Pradesh,Guna,2018,3,67630,0
Madhya Pradesh,East Nimar,2018,3,50390,0
Madhya Pradesh,Chhindwara,2018,3,109266,0
Madhya Pradesh,Umaria,2018,3,20386,0
Madhya Pradesh,Mandla,2018,3,25522,0
Madhya Pradesh,Indore,2018,3,585621,0
Madhya Pradesh,Shahdol,2018,3,45154,0
Madhya Pradesh,Ratlam,2018,3,85431,0
Madhya Pradesh,Panna,2018,3,24008,0
Madhya Pradesh,Chhatarpur,2018,3,60318,0
Madhya Pradesh,Morena,2018,4,95267,0
Madhya Pradesh,Alirajpur,2018,4,10442,0
Madhya Pradesh,Sehore,2018,4,125974,0
Madhya Pradesh,Rajgarh,2018,4,88511,0
Madhya Pradesh,Khargone,2018,4,91189,0
Madhya Pradesh,Satna,2018,4,133865,0
Madhya Pradesh,Narsinghpur,2018,4,80034,0
Madhya Pradesh,Jabalpur,2018,4,248495,0
Madhya Pradesh,Hoshangabad,2018,4,104621,0
Madhya Pradesh,Vidisha,2018,4,95544,0
Madhya Pradesh,Balaghat,2018,4,88279,0
Madhya Pradesh,Singrauli,2018,4,90217,0
Madhya Pradesh,Betul,2018,4,103060,0
Madhya Pradesh,Sidhi,2018,4,46218,0
Madhya Pradesh,Datia,2018,4,39314,0
Madhya Pradesh,Dewas,2018,4,129719,0
Madhya Pradesh,Sheopur,2018,4,22653,0
Madhya Pradesh,Neemuch,2018,4,59043,0
Madhya Pradesh,Raisen,2018,4,97966,0
Madhya Pradesh,Mandsaur,2018,4,91133,0
Madhya Pradesh,Barwani,2018,4,37607,0
Madhya Pradesh,Katni,2018,4,65040,0
Madhya Pradesh,Dindori,2018,4,17502,0
Madhya Pradesh,Shivpuri,2018,4,60316,0
Madhya Pradesh,Gwalior,2018,4,284894,0
Madhya Pradesh,Anuppur,2018,4,41252,0
Madhya Pradesh,Agar Malwa,2018,4,27331,0
Madhya Pradesh,Ashoknagar,2018,4,37390,0
Madhya Pradesh,Sagar,2018,4,162788,0
Madhya Pradesh,Niwari,2018,4,15512,0
Madhya Pradesh,Rewa,2018,4,160024,0
Madhya Pradesh,Shajapur,2018,4,64217,0
Madhya Pradesh,Ujjain,2018,4,177894,0
Madhya Pradesh,Bhind,2018,4,78871,0
Madhya Pradesh,Tikamgarh,2018,4,36395,0
Madhya Pradesh,Seoni,2018,4,66772,0
Madhya Pradesh,Harda,2018,4,37692,0
Madhya Pradesh,Burhanpur,2018,4,35494,0
Madhya Pradesh,Damoh,2018,4,52293,0
Madhya Pradesh,Bhopal,2018,4,571518,0
Madhya Pradesh,Jhabua,2018,4,23354,0
Madhya Pradesh,Dhar,2018,4,137501,0
Madhya Pradesh,Guna,2018,4,83686,0
Madhya Pradesh,East Nimar,2018,4,62581,0
Madhya Pradesh,Chhindwara,2018,4,139301,0
Madhya Pradesh,Umaria,2018,4,26096,0
Madhya Pradesh,Mandla,2018,4,34894,0
Madhya Pradesh,Indore,2018,4,712479,0
Madhya Pradesh,Shahdol,2018,4,58381,0
Madhya Pradesh,Ratlam,2018,4,104855,0
Madhya Pradesh,Panna,2018,4,31291,0
Madhya Pradesh,Chhatarpur,2018,4,78677,0
Madhya Pradesh,Morena,2019,1,113900,0
Madhya Pradesh,Alirajpur,2019,1,13122,0
Madhya Pradesh,Sehore,2019,1,149925,0
Madhya Pradesh,Rajgarh,2019,1,106743,0
Madhya Pradesh,Khargone,2019,1,109408,0
Madhya Pradesh,Satna,2019,1,160954,0
Madhya Pradesh,Narsinghpur,2019,1,95833,0
Madhya Pradesh,Jabalpur,2019,1,295042,0
Madhya Pradesh,Hoshangabad,2019,1,123858,0
Madhya Pradesh,Vidisha,2019,1,112602,0
Madhya Pradesh,Balaghat,2019,1,108073,0
Madhya Pradesh,Singrauli,2019,1,107427,0
Madhya Pradesh,Betul,2019,1,122961,0
Madhya Pradesh,Sidhi,2019,1,55922,0
Madhya Pradesh,Datia,2019,1,46221,0
Madhya Pradesh,Dewas,2019,1,155786,0
Madhya Pradesh,Sheopur,2019,1,27456,0
Madhya Pradesh,Neemuch,2019,1,72918,0
Madhya Pradesh,Raisen,2019,1,117214,0
Madhya Pradesh,Mandsaur,2019,1,112086,0
Madhya Pradesh,Barwani,2019,1,46138,0
Madhya Pradesh,Katni,2019,1,79580,0
Madhya Pradesh,Dindori,2019,1,22197,0
Madhya Pradesh,Shivpuri,2019,1,73259,0
Madhya Pradesh,Gwalior,2019,1,331504,0
Madhya Pradesh,Anuppur,2019,1,49988,0
Madhya Pradesh,Agar Malwa,2019,1,33425,0
Madhya Pradesh,Ashoknagar,2019,1,44386,0
Madhya Pradesh,Sagar,2019,1,194467,0
Madhya Pradesh,Niwari,2019,1,19076,0
Madhya Pradesh,Rewa,2019,1,188803,0
Madhya Pradesh,Shajapur,2019,1,76924,0
Madhya Pradesh,Ujjain,2019,1,214818,0
Madhya Pradesh,Bhind,2019,1,94313,0
Madhya Pradesh,Tikamgarh,2019,1,44716,0
Madhya Pradesh,Seoni,2019,1,82398,0
Madhya Pradesh,Harda,2019,1,43995,0
Madhya Pradesh,Burhanpur,2019,1,42152,0
Madhya Pradesh,Damoh,2019,1,62435,0
Madhya Pradesh,Bhopal,2019,1,670417,0
Madhya Pradesh,Jhabua,2019,1,29064,0
Madhya Pradesh,Dhar,2019,1,166663,0
Madhya Pradesh,Guna,2019,1,98816,0
Madhya Pradesh,East Nimar,2019,1,75806,0
Madhya Pradesh,Chhindwara,2019,1,168633,0
Madhya Pradesh,Umaria,2019,1,31962,0
Madhya Pradesh,Mandla,2019,1,44325,0
Madhya Pradesh,Indore,2019,1,844465,0
Madhya Pradesh,Shahdol,2019,1,71433,0
Madhya Pradesh,Ratlam,2019,1,127023,0
Madhya Pradesh,Panna,2019,1,38426,0
Madhya Pradesh,Chhatarpur,2019,1,95345,0
Madhya Pradesh,Morena,2019,2,130988,777753
Madhya Pradesh,Alirajpur,2019,2,15642,75803
Madhya Pradesh,Sehore,2019,2,168843,1607496
Madhya Pradesh,Rajgarh,2019,2,122223,914718
Madhya Pradesh,Khargone,2019,2,126108,754539
Madhya Pradesh,Satna,2019,2,182176,1103731
Madhya Pradesh,Narsinghpur,2019,2,108271,651430
Madhya Pradesh,Jabalpur,2019,2,336963,1955565
Madhya Pradesh,Hoshangabad,2019,2,139812,794980
Madhya Pradesh,Vidisha,2019,2,127894,871790
Madhya Pradesh,Balaghat,2019,2,124374,842881
Madhya Pradesh,Singrauli,2019,2,118756,944546
Madhya Pradesh,Betul,2019,2,139098,864376
Madhya Pradesh,Sidhi,2019,2,63838,424569
Madhya Pradesh,Datia,2019,2,51973,290545
Madhya Pradesh,Dewas,2019,2,177137,1331142
Madhya Pradesh,Sheopur,2019,2,31903,184994
Madhya Pradesh,Neemuch,2019,2,83550,500354
Madhya Pradesh,Raisen,2019,2,132559,971165
Madhya Pradesh,Mandsaur,2019,2,128631,773359
Madhya Pradesh,Barwani,2019,2,54556,277619
Madhya Pradesh,Katni,2019,2,92245,527269
Madhya Pradesh,Dindori,2019,2,26511,200672
Madhya Pradesh,Shivpuri,2019,2,86583,501054
Madhya Pradesh,Gwalior,2019,2,373367,2306557
Madhya Pradesh,Anuppur,2019,2,56658,377803
Madhya Pradesh,Agar Malwa,2019,2,38600,292056
Madhya Pradesh,Ashoknagar,2019,2,50062,279455
Madhya Pradesh,Sagar,2019,2,219328,1334316
Madhya Pradesh,Niwari,2019,2,22172,132750
Madhya Pradesh,Rewa,2019,2,211420,1287270
Madhya Pradesh,Shajapur,2019,2,87512,629192
Madhya Pradesh,Ujjain,2019,2,247033,1607376
Madhya Pradesh,Bhind,2019,2,109406,631202
Madhya Pradesh,Tikamgarh,2019,2,51785,327273
Madhya Pradesh,Seoni,2019,2,95004,627785
Madhya Pradesh,Harda,2019,2,49716,277928
Madhya Pradesh,Burhanpur,2019,2,47659,216546
Madhya Pradesh,Damoh,2019,2,70868,405290
Madhya Pradesh,Bhopal,2019,2,756839,7697255
Madhya Pradesh,Jhabua,2019,2,34299,183947
Madhya Pradesh,Dhar,2019,2,190659,1306926
Madhya Pradesh,Guna,2019,2,112899,675382
Madhya Pradesh,East Nimar,2019,2,87794,538741
Madhya Pradesh,Chhindwara,2019,2,192226,1236564
Madhya Pradesh,Umaria,2019,2,36814,252403
Madhya Pradesh,Mandla,2019,2,52317,300514
Madhya Pradesh,Indore,2019,2,955207,7253934
Madhya Pradesh,Shahdol,2019,2,80859,533248
Madhya Pradesh,Ratlam,2019,2,144931,880438
Madhya Pradesh,Panna,2019,2,44821,285489
Madhya Pradesh,Chhatarpur,2019,2,110283,622161
Madhya Pradesh,Morena,2019,3,148083,2558044
Madhya Pradesh,Alirajpur,2019,3,18270,257443
Madhya Pradesh,Sehore,2019,3,187387,6080342
Madhya Pradesh,Rajgarh,2019,3,136848,3338233
Madhya Pradesh,Khargone,2019,3,141346,2690866
Madhya Pradesh,Satna,2019,3,203019,3664411
Madhya Pradesh,Narsinghpur,2019,3,120875,2274938
Madhya Pradesh,Jabalpur,2019,3,380209,7606084
Madhya Pradesh,Hoshangabad,2019,3,155059,2757837
Madhya Pradesh,Vidisha,2019,3,144856,3295731
Madhya Pradesh,Balaghat,2019,3,140473,2940988
Madhya Pradesh,Singrauli,2019,3,128398,3202868
Madhya Pradesh,Betul,2019,3,154313,2992371
Madhya Pradesh,Sidhi,2019,3,70641,1355033
Madhya Pradesh,Datia,2019,3,57230,935190
Madhya Pradesh,Dewas,2019,3,198483,5008074
Madhya Pradesh,Sheopur,2019,3,35602,615351
Madhya Pradesh,Neemuch,2019,3,93754,1784172
Madhya Pradesh,Raisen,2019,3,146998,3523241
Madhya Pradesh,Mandsaur,2019,3,144312,2768886
Madhya Pradesh,Barwani,2019,3,62370,1003282
Madhya Pradesh,Katni,2019,3,103909,1770759
Madhya Pradesh,Dindori,2019,3,29957,660281
Madhya Pradesh,Shivpuri,2019,3,99753,1753937
Madhya Pradesh,Gwalior,2019,3,417846,8875564
Madhya Pradesh,Anuppur,2019,3,62143,1313916
Madhya Pradesh,Agar Malwa,2019,3,43676,1029333
Madhya Pradesh,Ashoknagar,2019,3,55130,940189
Madhya Pradesh,Sagar,2019,3,243729,4741797
Madhya Pradesh,Niwari,2019,3,24850,431904
Madhya Pradesh,Rewa,2019,3,232367,4200296
Madhya Pradesh,Shajapur,2019,3,98393,2337301
Madhya Pradesh,Ujjain,2019,3,280589,6334170
Madhya Pradesh,Bhind,2019,3,123531,2077370
Madhya Pradesh,Tikamgarh,2019,3,58461,1053442
Madhya Pradesh,Seoni,2019,3,105476,2091333
Madhya Pradesh,Harda,2019,3,54924,903997
Madhya Pradesh,Burhanpur,2019,3,54323,843768
Madhya Pradesh,Damoh,2019,3,78642,1332506
Madhya Pradesh,Bhopal,2019,3,846170,34013069
Madhya Pradesh,Jhabua,2019,3,39668,646506
Madhya Pradesh,Dhar,2019,3,214712,4674725
Madhya Pradesh,Guna,2019,3,129027,2417458
Madhya Pradesh,East Nimar,2019,3,98963,1908947
Madhya Pradesh,Chhindwara,2019,3,214945,4290764
Madhya Pradesh,Umaria,2019,3,40677,837857
Madhya Pradesh,Mandla,2019,3,59617,1003980
Madhya Pradesh,Indore,2019,3,1071598,30899773
Madhya Pradesh,Shahdol,2019,3,89794,1918937
Madhya Pradesh,Ratlam,2019,3,163826,3484646
Madhya Pradesh,Panna,2019,3,49989,873018
Madhya Pradesh,Chhatarpur,2019,3,125453,2038452
Madhya Pradesh,Morena,2019,4,167329,3159169
Madhya Pradesh,Alirajpur,2019,4,21450,346159
Madhya Pradesh,Sehore,2019,4,208256,7562268
Madhya Pradesh,Rajgarh,2019,4,154830,4313460
Madhya Pradesh,Khargone,2019,4,160372,3603726
Madhya Pradesh,Satna,2019,4,228680,4817447
Madhya Pradesh,Narsinghpur,2019,4,134332,2841784
Madhya Pradesh,Jabalpur,2019,4,422786,9017794
Madhya Pradesh,Hoshangabad,2019,4,172206,3514682
Madhya Pradesh,Vidisha,2019,4,165400,4073865
Madhya Pradesh,Balaghat,2019,4,159937,3834727
Madhya Pradesh,Singrauli,2019,4,142034,4135327
Madhya Pradesh,Betul,2019,4,173691,3951316
Madhya Pradesh,Sidhi,2019,4,80459,1795727
Madhya Pradesh,Datia,2019,4,64135,1183175
Madhya Pradesh,Dewas,2019,4,221533,6060885
Madhya Pradesh,Sheopur,2019,4,40736,796162
Madhya Pradesh,Neemuch,2019,4,105842,2304046
Madhya Pradesh,Raisen,2019,4,165108,4296565
Madhya Pradesh,Mandsaur,2019,4,164446,3663257
Madhya Pradesh,Barwani,2019,4,72187,1344420
Madhya Pradesh,Katni,2019,4,117834,2270464
Madhya Pradesh,Dindori,2019,4,34661,858945
Madhya Pradesh,Shivpuri,2019,4,117138,2219390
Madhya Pradesh,Gwalior,2019,4,461960,10738672
Madhya Pradesh,Anuppur,2019,4,69666,1725717
Madhya Pradesh,Agar Malwa,2019,4,49638,1299939
Madhya Pradesh,Ashoknagar,2019,4,61984,1197370
Madhya Pradesh,Sagar,2019,4,272650,5872759
Madhya Pradesh,Niwari,2019,4,27993,521308
Madhya Pradesh,Rewa,2019,4,260351,5452304
Madhya Pradesh,Shajapur,2019,4,111387,2954931
Madhya Pradesh,Ujjain,2019,4,314250,7706483
Madhya Pradesh,Bhind,2019,4,140487,2609386
Madhya Pradesh,Tikamgarh,2019,4,67015,1322633
Madhya Pradesh,Seoni,2019,4,119177,2659804
Madhya Pradesh,Harda,2019,4,61192,1185372
Madhya Pradesh,Burhanpur,2019,4,62012,1107161
Madhya Pradesh,Damoh,2019,4,88723,1655595
