State,District,Year,Quarter,Trans_Count,Amount
Bihar,Saran,2019,3,768342,1481370486.8404396
Bihar,Arwal,2019,3,129870,205282509.15999573
Bihar,Vaishali,2019,3,835929,1574270004.8935204
Bihar,Pashchim Champaran,2019,3,794590,1810006586.8164406
Bihar,Gopalganj,2019,3,492551,1040012340.6442363
Bihar,Lakhisarai,2019,3,166181,301418673.57495433
Bihar,Aurangabad,2019,3,489823,976700580.1242042
Bihar,Kaimur Bhabua,2019,3,223817,430488298.6257053
Bihar,Araria,2019,3,337253,991970413.1173825
Bihar,Munger,2019,3,284046,462815661.3253856
Bihar,Katihar,2019,3,605697,1365069712.4779544
Bihar,Khagaria,2019,3,267467,508683169.77999467
Bihar,Saharsa,2019,3,364988,859959130.6399224
Bihar,Bhagalpur,2019,3,666207,1192702908.7899477
Bihar,Madhubani,2019,3,732727,1815165089.5718448
Bihar,Kishanganj,2019,3,212575,605260943.6339835
Bihar,Gaya,2019,3,1275920,1904955491.4095883
Bihar,Samastipur,2019,3,725863,1503897789.8705068
Bihar,Banka,2019,3,168148,282598675.188678
Bihar,Purbi Champaran,2019,3,1028626,2348550130.6085625
Bihar,Sheohar,2019,3,83755,185572590.806138
Bihar,Bhojpur,2019,3,450855,898638782.4700944
Bihar,Madhepura,2019,4,395526,1113340860.7079191
Bihar,Purnia,2019,4,735598,1873193948.3384633
Bihar,Nalanda,2019,4,1426896,1803708280.7329946
Bihar,Buxar,2019,4,361937,672103503.3652604
Bihar,Darbhanga,2019,4,1059279,2585981569.648556
Bihar,Nawada,2019,4,547595,1167043567.0386097
Bihar,Jamui,2019,4,407483,905118756.0069449
Bihar,Sheikhpura,2019,4,124377,225016146.85776988
Bihar,Siwan,2019,4,865806,1926229486.784398
Bihar,Muzaffarpur,2019,4,1900732,4136536726.049083
Bihar,Patna,2019,4,17235243,37707384360.64211
Bihar,Jehanabad,2019,4,343084,501279185.202929
Bihar,Rohtas,2019,4,1129246,1764430308.22368
Bihar,Begusarai,2019,4,687513,1400383169.425959
Bihar,Supaul,2019,4,418643,1026480093.4582664
Bihar,Sitamarhi,2019,4,686989,1556217974.3147388
Bihar,Saran,2019,4,1039542,2265346427.1538324
Bihar,Arwal,2019,4,207671,302520117.75814235
Bihar,Vaishali,2019,4,1092261,2283531751.166889
Bihar,Pashchim Champaran,2019,4,1130965,2726720273.8232546
Bihar,Gopalganj,2019,4,650123,1570634885.793627
Bihar,Lakhisarai,2019,4,254456,472346955.58384544
Bihar,Aurangabad,2019,4,751614,1434726640.8045695
Bihar,Kaimur Bhabua,2019,4,333727,644719192.0442938
Bihar,Araria,2019,4,462746,1410655861.4663773
Bihar,Munger,2019,4,353666,657222418.8557158
Bihar,Katihar,2019,4,772131,1876729627.3924623
Bihar,Khagaria,2019,4,344043,784039610.1579978
Bihar,Saharsa,2019,4,495346,1211669206.613337
Bihar,Bhagalpur,2019,4,914156,1720136935.858829
Bihar,Madhubani,2019,4,1038907,2655204864.3952923
Bihar,Kishanganj,2019,4,279243,840550915.1521785
Bihar,Gaya,2019,4,1627240,2505031784.840474
Bihar,Samastipur,2019,4,995634,2217497573.696613
Bihar,Banka,2019,4,241765,424522416.1546266
Bihar,Purbi Champaran,2019,4,1432859,3375935181.6552954
Bihar,Sheohar,2019,4,120327,266342849.81168464
Bihar,Bhojpur,2019,4,665945,1302893150.8321266
Bihar,Madhepura,2020,1,480526,1364725313.70303
Bihar,Purnia,2020,1,893061,2167563281.850881
Bihar,Nalanda,2020,1,1053570,2072042821.186254
Bihar,Buxar,2020,1,388504,827738991.9185871
Bihar,Darbhanga,2020,1,1296525,3181062829.7925153
Bihar,Nawada,2020,1,529218,1196256748.060038
Bihar,Jamui,2020,1,394536,865572635.0054713
Bihar,Sheikhpura,2020,1,130669,285519415.02779377
Bihar,Siwan,2020,1,1271446,3110551570.935919
Bihar,Muzaffarpur,2020,1,2083611,4863182774.540835
Bihar,Patna,2020,1,15560992,39935619593.17576
Bihar,Jehanabad,2020,1,317868,622588363.5178897
Bihar,Rohtas,2020,1,989497,2233802827.065363
Bihar,Begusarai,2020,1,805744,1778528408.1571472
Bihar,Supaul,2020,1,548881,1442744378.078645
Bihar,Sitamarhi,2020,1,785267,1906088096.2837322
Bihar,Saran,2020,1,1173182,2601605429.0124073
Bihar,Arwal,2020,1,188963,369500731.1945243
Bihar,Vaishali,2020,1,1177251,2609194507.8739076
Bihar,Pashchim Champaran,2020,1,1495660,3918107336.0968547
Bihar,Gopalganj,2020,1,838277,2019980907.0564551
Bihar,Lakhisarai,2020,1,261395,541750309.9857423
Bihar,Aurangabad,2020,1,790573,1777915098.7738633
Bihar,Kaimur Bhabua,2020,1,362763,798668648.0287902
Bihar,Araria,2020,1,573320,1691300733.350873
Bihar,Munger,2020,1,386821,756628791.9246718
Bihar,Katihar,2020,1,927801,2253746832.6199813
Bihar,Khagaria,2020,1,446511,1116121644.0248554
Bihar,Saharsa,2020,1,592496,1538256331.516547
Bihar,Bhagalpur,2020,1,1141739,2607337583.9573007
Bihar,Madhubani,2020,1,1264352,3304637932.87874
Bihar,Kishanganj,2020,1,366857,1105518979.6245074
Bihar,Gaya,2020,1,1524983,2986729749.0724163
Bihar,Samastipur,2020,1,1233758,2987274105.577726
Bihar,Banka,2020,1,274099,495594270.36063826
Bihar,Purbi Champaran,2020,1,1671939,4068019841.6956363
Bihar,Sheohar,2020,1,138460,323926587.23371446
Bihar,Bhojpur,2020,1,720700,1531449127.0872145
Bihar,Madhepura,2020,2,694489,1926390841.166892
Bihar,Purnia,2020,2,1220645,3144206568.857592
Bihar,Nalanda,2020,2,1236612,2511735768.047657
Bihar,Buxar,2020,2,528766,1138890071.6512625
Bihar,Darbhanga,2020,2,1660540,3932060943.723905
Bihar,Nawada,2020,2,830738,1856990665.1993876
Bihar,Jamui,2020,2,616481,1292352801.0293171
Bihar,Sheikhpura,2020,2,190302,406544187.4961597
Bihar,Siwan,2020,2,1496472,3205163656.156026
Bihar,Muzaffarpur,2020,2,2572251,5903193156.447356
Bihar,Patna,2020,2,13807801,37859920784.96573
Bihar,Jehanabad,2020,2,429941,878935641.2177955
Bihar,Rohtas,2020,2,1317112,3012571093.1514225
Bihar,Begusarai,2020,2,1013896,2205771257.6485567
Bihar,Supaul,2020,2,782514,1940245968.2229395
Bihar,Sitamarhi,2020,2,1089786,2443446938.800221
Bihar,Saran,2020,2,1590231,3305092760.4327326
Bihar,Arwal,2020,2,268085,564599035.4340922
Bihar,Vaishali,2020,2,1501134,3209993082.146053
Bihar,Pashchim Champaran,2020,2,1947807,4653237699.000595
Bihar,Gopalganj,2020,2,1167013,2541417532.159407
Bihar,Lakhisarai,2020,2,363770,767683220.4107254
Bihar,Aurangabad,2020,2,1130661,2486444709.1999884
Bihar,Kaimur Bhabua,2020,2,543289,1285754641.566043
Bihar,Araria,2020,2,858907,2480203645.4072447
Bihar,Munger,2020,2,522173,1029703568.186164
Bihar,Katihar,2020,2,1255101,3151138413.4235682
Bihar,Khagaria,2020,2,576287,1467466198.6475816
Bihar,Saharsa,2020,2,823372,2081765908.6369975
Bihar,Bhagalpur,2020,2,1561760,3998834364.737462
Bihar,Madhubani,2020,2,1777506,4146168147.408863
Bihar,Kishanganj,2020,2,526568,1487107954.6460934
Bihar,Gaya,2020,2,1972685,4100072381.073015
Bihar,Samastipur,2020,2,1536299,3614031763.2833586
Bihar,Banka,2020,2,458109,844160854.0753887
Bihar,Purbi Champaran,2020,2,2357758,5443836316.373771
Bihar,Sheohar,2020,2,205238,451476592.3547003
Bihar,Bhojpur,2020,2,954643,2037914496.4578984
Bihar,Madhepura,2020,3,840190,2407274295.5209475
Bihar,Purnia,2020,3,1716768,4557372216.14834
Bihar,Nalanda,2020,3,1624864,3529746839.253335
Bihar,Buxar,2020,3,656065,1455757663.230104
Bihar,Darbhanga,2020,3,2323627,5614591300.218319
Bihar,Nawada,2020,3,1000893,2308993006.024666
Bihar,Jamui,2020,3,734016,1609232018.7763486
Bihar,Sheikhpura,2020,3,241583,574111444.3271546
Bihar,Siwan,2020,3,1927410,4329423959.004385
Bihar,Muzaffarpur,2020,3,3476178,8200376318.7605715
Bihar,Patna,2020,3,20716631,53687192629.51601
Bihar,Jehanabad,2020,3,550190,1104035168.358767
Bihar,Rohtas,2020,3,1626703,3856856055.217502
Bihar,Begusarai,2020,3,1317210,2893661971.8160596
Bihar,Supaul,2020,3,923545,2379533644.449113
Bihar,Sitamarhi,2020,3,1409661,3409254144.7720685
Bihar,Saran,2020,3,2089459,4722794813.392222
Bihar,Arwal,2020,3,340974,694512744.6371222
Bihar,Vaishali,2020,3,2036376,4585312142.295209
Bihar,Pashchim Champaran,2020,3,2269399,5255815898.1095295
Bihar,Gopalganj,2020,3,1415473,3174685073.331356
Bihar,Lakhisarai,2020,3,450566,1035626941.2723517
Bihar,Aurangabad,2020,3,1435440,3120668555.4614325
Bihar,Kaimur Bhabua,2020,3,624278,1428780291.4634788
Bihar,Araria,2020,3,1042498,2994975160.9148684
Bihar,Munger,2020,3,679643,1421983383.8553882
Bihar,Katihar,2020,3,1523754,3853316755.054476
Bihar,Khagaria,2020,3,714776,1852615085.439643
Bihar,Saharsa,2020,3,972500,2472660207.9966626
Bihar,Bhagalpur,2020,3,2291210,5919155397.532423
Bihar,Madhubani,2020,3,2378853,5502534112.219719
Bihar,Kishanganj,2020,3,636842,1847126001.0135412
Bihar,Gaya,2020,3,2533169,5418904171.855324
Bihar,Samastipur,2020,3,1964342,4648101415.026892
Bihar,Banka,2020,3,535276,1012504549.4394572
Bihar,Purbi Champaran,2020,3,3014805,7082795603.42408
Bihar,Sheohar,2020,3,259484,625127614.8300326
Bihar,Bhojpur,2020,3,1209097,2741456517.85939
Bihar,Madhepura,2020,4,1155495,3405769861.5922456
Bihar,Purnia,2020,4,2416041,6313205420.536484
Bihar,Nalanda,2020,4,2255217,5113627159.016581
Bihar,Buxar,2020,4,963324,2433657273.7369094
Bihar,Darbhanga,2020,4,3297598,8213612835.37384
Bihar,Nawada,2020,4,1338381,3226293360.797572
Bihar,Jamui,2020,4,1013521,2328130984.1414194
Bihar,Sheikhpura,2020,4,313125,779886887.556597
Bihar,Siwan,2020,4,2923089,7277805273.892392
Bihar,Muzaffarpur,2020,4,4970912,12202451465.695423
Bihar,Patna,2020,4,24443301,59562106826.23723
Bihar,Jehanabad,2020,4,767929,1632955082.0056512
Bihar,Rohtas,2020,4,2274947,5786209443.492433
Bihar,Begusarai,2020,4,1917729,4383397822.314561
Bihar,Supaul,2020,4,1248616,3451957982.64254
Bihar,Sitamarhi,2020,4,1921037,5163962875.829563
Bihar,Saran,2020,4,3186771,7973001812.2863655
Bihar,Arwal,2020,4,458804,977567078.4541155
Bihar,Vaishali,2020,4,2855999,6877998945.967648
Bihar,Pashchim Champaran,2020,4,3212814,8105523399.184195
Bihar,Gopalganj,2020,4,2155078,5396052519.427364
Bihar,Lakhisarai,2020,4,631414,1489033799.4804764
Bihar,Aurangabad,2020,4,2000839,4731495349.138017
Bihar,Kaimur Bhabua,2020,4,804133,1996021958.0036626
Bihar,Araria,2020,4,1536430,4487761348.603099
Bihar,Munger,2020,4,985968,2097436831.3098593
Bihar,Katihar,2020,4,2214215,5579698503.842487
Bihar,Khagaria,2020,4,1056610,2780348233.324653
Bihar,Saharsa,2020,4,1364666,3474389173.253613
Bihar,Bhagalpur,2020,4,2991335,7190986202.2250805
Bihar,Madhubani,2020,4,3371688,8381284790.63908
Bihar,Kishanganj,2020,4,891347,2782113132.0432177
Bihar,Gaya,2020,4,3671183,8039045789.856662
Bihar,Samastipur,2020,4,2867496,7160693870.108389
Bihar,Banka,2020,4,715298,1444721613.3913236
Bihar,Purbi Champaran,2020,4,4295258,11303073256.046879
Bihar,Sheohar,2020,4,340485,925961538.7522074
Bihar,Bhojpur,2020,4,1763580,4436373436.272966
Bihar,Madhepura,2021,1,1236738,3829336405.4809704
Bihar,Purnia,2021,1,2732403,7235829630.468956
Bihar,Nalanda,2021,1,2268463,5351626268.902303
Bihar,Buxar,2021,1,879471,2401505831.324938
Bihar,Darbhanga,2021,1,3456999,8967471837.09712
Bihar,Nawada,2021,1,1343218,3497752896.3966985
Bihar,Jamui,2021,1,1038356,2639451343.1973114
Bihar,Sheikhpura,2021,1,300298,824998708.3578898
Bihar,Siwan,2021,1,2823522,6920358606.864025
Bihar,Muzaffarpur,2021,1,5221017,13070944463.381813
Bihar,Patna,2021,1,41272981,88998693556.23962
Bihar,Jehanabad,2021,1,723928,1700603455.4785092
Bihar,Rohtas,2021,1,2216469,6088176848.290617
Bihar,Begusarai,2021,1,1977439,4651369214.180332
Bihar,Supaul,2021,1,1362458,4085528078.455164
Bihar,Sitamarhi,2021,1,1895158,5446770751.154966
Bihar,Saran,2021,1,3020459,7424026781.043801
Bihar,Arwal,2021,1,430486,1040900664.8794968
Bihar,Vaishali,2021,1,2763964,6839038567.825458
Bihar,Pashchim Champaran,2021,1,3418382,9047860514.2711
Bihar,Gopalganj,2021,1,2101332,5212014141.400023
Bihar,Lakhisarai,2021,1,613756,1545725649.9489396
Bihar,Aurangabad,2021,1,1991766,5360695922.721033
Bihar,Kaimur Bhabua,2021,1,794062,2190183735.765605
Bihar,Araria,2021,1,1645629,5106231997.785754
Bihar,Munger,2021,1,960092,2192552874.5824203
Bihar,Katihar,2021,1,2323955,6390929745.816675
Bihar,Khagaria,2021,1,1072001,2989173408.7048187
Bihar,Saharsa,2021,1,1467040,4023753805.645499
Bihar,Bhagalpur,2021,1,3729907,8757585231.542503
Bihar,Madhubani,2021,1,3251471,8809359759.376596
Bihar,Kishanganj,2021,1,956184,3331835551.1170974
Bihar,Gaya,2021,1,3790466,8943163048.402979
Bihar,Samastipur,2021,1,2833659,7326852418.778886
Bihar,Banka,2021,1,678449,1625176383.088505
Bihar,Purbi Champaran,2021,1,4379932,11804741355.358181
Bihar,Sheohar,2021,1,337930,992124431.7163754
Bihar,Bhojpur,2021,1,1622637,4309305816.184845
Bihar,Madhepura,2021,2,1684296,5218255019.009192
Bihar,Purnia,2021,2,3753134,10051174945.968401
Bihar,Nalanda,2021,2,2876066,6967154493.828712
Bihar,Buxar,2021,2,1252195,3456834620.013396
Bihar,Darbhanga,2021,2,4739297,11767784404.765148
Bihar,Nawada,2021,2,1911948,5050993065.48583
Bihar,Jamui,2021,2,1521567,3812688721.112037
Bihar,Sheikhpura,2021,2,427755,1154376779.108221
Bihar,Siwan,2021,2,4705097,11418849549.141575
Bihar,Muzaffarpur,2021,2,6872504,17019791090.77851
Bihar,Patna,2021,2,53400850,114936398151.99364
Bihar,Jehanabad,2021,2,995035,2626018955.1267185
Bihar,Rohtas,2021,2,3001706,8146321797.816346
Bihar,Begusarai,2021,2,2745981,6263183535.487119
Bihar,Supaul,2021,2,1834979,5320160534.73731
Bihar,Sitamarhi,2021,2,2697354,7205555125.010963
Bihar,Saran,2021,2,4392087,10815034968.865551
Bihar,Arwal,2021,2,605677,1539697265.4617
Bihar,Vaishali,2021,2,3799946,9160292752.674015
Bihar,Pashchim Champaran,2021,2,4672176,11234841877.680365
Bihar,Gopalganj,2021,2,3111515,7589526482.70171
Bihar,Lakhisarai,2021,2,840880,2158341954.8132935
Bihar,Aurangabad,2021,2,2708735,6989875839.547192
Bihar,Kaimur Bhabua,2021,2,1150340,3095159551.478701
Bihar,Araria,2021,2,2293469,6805583750.251827
Bihar,Munger,2021,2,1320520,3058878685.2649517
Bihar,Katihar,2021,2,3117723,8474000097.458374
Bihar,Khagaria,2021,2,1469798,4091424766.0814676
Bihar,Saharsa,2021,2,1904150,5015686222.710497
Bihar,Bhagalpur,2021,2,5068435,11733711173.397736
Bihar,Madhubani,2021,2,4695466,11634612114.699203
Bihar,Kishanganj,2021,2,1256800,3935360082.170837
Bihar,Gaya,2021,2,4732185,11427447209.341698
Bihar,Samastipur,2021,2,4015424,9848885594.57926
Bihar,Banka,2021,2,999688,2292049412.4399977
Bihar,Purbi Champaran,2021,2,6300129,15889825388.130198
Bihar,Sheohar,2021,2,516755,1470937924.1703181
Bihar,Bhojpur,2021,2,2211960,5903541283.277052
Bihar,Madhepura,2021,3,2034018,5500029849.280424
Bihar,Purnia,2021,3,4826016,11168325427.92741
Bihar,Nalanda,2021,3,3381075,7437410612.103645
Bihar,Buxar,2021,3,1331392,3166266892.788152
Bihar,Darbhanga,2021,3,5791524,12557911471.466785
Bihar,Nawada,2021,3,2139002,5233101106.18405
Bihar,Jamui,2021,3,1679182,3769910510.8587055
Bihar,Sheikhpura,2021,3,463143,1178457856.4269738
Bihar,Siwan,2021,3,6975763,14555326812.652782
Bihar,Muzaffarpur,2021,3,8663460,19088505213.98187
Bihar,Patna,2021,3,65085179,120377977089.17227
Bihar,Jehanabad,2021,3,1195445,3015464945.8990297
Bihar,Rohtas,2021,3,3409156,7988380311.967452
Bihar,Begusarai,2021,3,3382669,7023004546.171783
Bihar,Supaul,2021,3,2247423,5797237916.379904
Bihar,Sitamarhi,2021,3,3071280,7538949774.601155
Bihar,Saran,2021,3,4909074,10653230755.208591
Bihar,Arwal,2021,3,655254,1419881953.6996727
Bihar,Vaishali,2021,3,4483512,10019125517.53304
Bihar,Pashchim Champaran,2021,3,5626291,12052580759.045248
Bihar,Gopalganj,2021,3,3591809,7691691799.830381
Bihar,Lakhisarai,2021,3,944664,2099202462.5685425
Bihar,Aurangabad,2021,3,2970923,6528699841.273426
Bihar,Kaimur Bhabua,2021,3,1218238,2858892134.9313626
Bihar,Araria,2021,3,2813200,7222773479.316949
Bihar,Munger,2021,3,1519400,3211090932.1408405
Bihar,Katihar,2021,3,3783324,9267765709.686602
Bihar,Khagaria,2021,3,1706354,4317169777.008783
Bihar,Saharsa,2021,3,2350666,5488205886.705009
Bihar,Bhagalpur,2021,3,6299248,12979510129.599648
Bihar,Madhubani,2021,3,5236281,11442243635.127466
Bihar,Kishanganj,2021,3,1562190,4550836950.242286
Bihar,Gaya,2021,3,5929649,12593071265.983114
Bihar,Samastipur,2021,3,4742581,10599568038.20213
Bihar,Banka,2021,3,1086496,2393088091.4975886
Bihar,Purbi Champaran,2021,3,7528149,17061553144.485746
Bihar,Sheohar,2021,3,590061,1494759528.4819276
Bihar,Bhojpur,2021,3,2448022,5721558825.98047
Bihar,Madhepura,2021,4,2669341,6728032170.797292
Bihar,Purnia,2021,4,6360264,14308666372.958656
Bihar,Nalanda,2021,4,4304381,9545809062.000435
Bihar,Buxar,2021,4,1873253,4694593050.833861
Bihar,Darbhanga,2021,4,7502523,16126372900.44347
Bihar,Nawada,2021,4,2795470,6745497141.188401
Bihar,Jamui,2021,4,2194277,4855309103.197411
Bihar,Sheikhpura,2021,4,618189,1512241024.6061928
Bihar,Siwan,2021,4,9398007,20337077706.726944
Bihar,Muzaffarpur,2021,4,11287438,25294883682.87165
Bihar,Patna,2021,4,81765610,151293164596.9189
Bihar,Jehanabad,2021,4,1714631,4022284736.872345
Bihar,Rohtas,2021,4,4602525,11042288316.913973
Bihar,Begusarai,2021,4,4482558,9435583919.991997
Bihar,Supaul,2021,4,3015274,7393939188.486652
Bihar,Sitamarhi,2021,4,4153350,10194421149.628668
Bihar,Saran,2021,4,6615773,15141561808.042288
Bihar,Arwal,2021,4,924102,1877460508.9000678
Bihar,Vaishali,2021,4,5962902,13534123655.11179
Bihar,Pashchim Champaran,2021,4,7557978,16286679057.96371
Bihar,Gopalganj,2021,4,4774101,10667558196.345219
Bihar,Lakhisarai,2021,4,1267087,2862649366.653165
Bihar,Aurangabad,2021,4,4053207,8846145771.35975
Bihar,Kaimur Bhabua,2021,4,1629114,4043696220.05025
Bihar,Araria,2021,4,3740380,8956552823.263115
Bihar,Munger,2021,4,2073784,4430721083.314227
Bihar,Katihar,2021,4,5138243,11740684681.635273
Bihar,Khagaria,2021,4,2299254,5441172620.197353
Bihar,Saharsa,2021,4,3136205,6870412639.461977
Bihar,Bhagalpur,2021,4,8447521,17306243345.92068
Bihar,Madhubani,2021,4,7114778,15424171780.63515
Bihar,Kishanganj,2021,4,2070748,5895020869.763552
Bihar,Gaya,2021,4,7707242,16641218690.213781
Bihar,Samastipur,2021,4,6267039,13761709165.59499
Bihar,Banka,2021,4,1483610,3162310457.021186
Bihar,Purbi Champaran,2021,4,9979391,22867973830.953423
Bihar,Sheohar,2021,4,799885,2042474878.1312933
Bihar,Bhojpur,2021,4,3347510,8040908493.793684
Bihar,Madhepura,2022,1,3384919,8169628761.117577
Bihar,Purnia,2022,1,7761464,17165083851.272968
Bihar,Nalanda,2022,1,5035999,11341779105.26544
Bihar,Buxar,2022,1,2213876,5781443012.560297
Bihar,Darbhanga,2022,1,8600500,18524507492.64019
Bihar,Nawada,2022,1,3382331,8162305154.844238
Bihar,Jamui,2022,1,2761886,6174044424.336722
Bihar,Sheikhpura,2022,1,738851,1907084229.9723084
Bihar,Siwan,2022,1,10720865,22973497584.978127
Bihar,Muzaffarpur,2022,1,12910258,29225131277.29717
Bihar,Patna,2022,1,91217400,170738998652.74045
Bihar,Jehanabad,2022,1,1918857,4509669903.837336
Bihar,Rohtas,2022,1,5494559,14390577492.290545
Bihar,Begusarai,2022,1,5140182,10746300573.984077
Bihar,Supaul,2022,1,3890072,9470838252.825985
Bihar,Sitamarhi,2022,1,4933418,12169886828.570435
Bihar,Saran,2022,1,7423680,16777415647.316607
Bihar,Arwal,2022,1,1056566,2377609326.092368
Bihar,Vaishali,2022,1,6884744,15427137497.934029
Bihar,Pashchim Champaran,2022,1,9265237,20305406431.096825
Bihar,Gopalganj,2022,1,5437535,11970509319.531534
Bihar,Lakhisarai,2022,1,1489189,3458134392.5420113
Bihar,Aurangabad,2022,1,4926976,11760556907.301996
Bihar,Kaimur Bhabua,2022,1,1983220,5412923796.059852
Bihar,Araria,2022,1,4907830,11563147720.116594
Bihar,Munger,2022,1,2340138,5011636916.322436
Bihar,Katihar,2022,1,6255367,14031611245.279823
Bihar,Khagaria,2022,1,2655355,6309072164.205691
Bihar,Saharsa,2022,1,3894203,8654311080.491058
Bihar,Bhagalpur,2022,1,10073459,20799502004.842934
Bihar,Madhubani,2022,1,8110120,18147098698.577583
Bihar,Kishanganj,2022,1,2696563,7872047086.849613
Bihar,Gaya,2022,1,9087772,20921479270.866283
Bihar,Samastipur,2022,1,7178902,15787707876.874931
Bihar,Banka,2022,1,1820481,3997541788.4809084
Bihar,Purbi Champaran,2022,1,11934864,27143934069.44426
Bihar,Sheohar,2022,1,934918,2380342632.556236
Bihar,Bhojpur,2022,1,3927878,9851793259.827124
Bihar,Madhepura,2022,2,4209207,10528550899.75672
Bihar,Purnia,2022,2,9889577,21758789746.188175
Bihar,Nalanda,2022,2,6269480,14053342099.546486
Bihar,Buxar,2022,2,2797437,7161712617.6599455
Bihar,Darbhanga,2022,2,10725196,23025583344.149986
Bihar,Nawada,2022,2,4118007,10454110803.525658
Bihar,Jamui,2022,2,3528608,7664159458.498425
Bihar,Sheikhpura,2022,2,953725,2388511372.3160167
Bihar,Siwan,2022,2,13494216,28063144036.92107
Bihar,Muzaffarpur,2022,2,16060062,35870055221.49521
Bihar,Patna,2022,2,119754430,215948701155.291
Bihar,Jehanabad,2022,2,2181068,4962454493.44301
Bihar,Rohtas,2022,2,6569923,16999683485.765375
Bihar,Begusarai,2022,2,6463752,13396079469.542109
Bihar,Supaul,2022,2,4800847,11542262441.157799
Bihar,Sitamarhi,2022,2,6268537,14845317009.181423
Bihar,Saran,2022,2,9482396,21097797508.939884
Bihar,Arwal,2022,2,1219651,2833934564.2111135
Bihar,Vaishali,2022,2,8483096,18791974627.72206
Bihar,Pashchim Champaran,2022,2,10647366,22189359146.473335
Bihar,Gopalganj,2022,2,6866807,14516572895.084824
Bihar,Lakhisarai,2022,2,1833275,4178741899.804287
Bihar,Aurangabad,2022,2,5998050,13966695911.645943
Bihar,Kaimur Bhabua,2022,2,2446252,6576390597.0652895
Bihar,Araria,2022,2,6068247,14540177017.556528
Bihar,Munger,2022,2,2942234,6133298409.635766
Bihar,Katihar,2022,2,8028934,17364725135.139015
Bihar,Khagaria,2022,2,3319181,8105786236.559596
Bihar,Saharsa,2022,2,4720666,10425194152.620003
Bihar,Bhagalpur,2022,2,13606084,27138540976.036263
Bihar,Madhubani,2022,2,9968959,22075739375.54572
Bihar,Kishanganj,2022,2,3377891,9041606905.003721
Bihar,Gaya,2022,2,10986567,25092417405.41481
Bihar,Samastipur,2022,2,8955837,19625456128.133415
Bihar,Banka,2022,2,2349784,4974783639.077059
Bihar,Purbi Champaran,2022,2,14735078,32099286217.64873
Bihar,Sheohar,2022,2,1194107,3004542073.5540576
Bihar,Bhojpur,2022,2,4830495,12025976488.832731
Bihar,Madhepura,2022,3,4155258,8953953685.411013
Bihar,Purnia,2022,3,9688113,18855257893.335304
Bihar,Nalanda,2022,3,6312480,12758737340.182434
Bihar,Buxar,2022,3,2865171,6267094764.700462
Bihar,Darbhanga,2022,3,10324556,19863946497.371433
Bihar,Nawada,2022,3,4486372,10110506714.580349
Bihar,Jamui,2022,3,3946599,7696647528.882872
Bihar,Sheikhpura,2022,3,918143,2159710163.7606363
Bihar,Siwan,2022,3,9418848,18122655169.770046
Bihar,Muzaffarpur,2022,3,16912765,33481627797.22489
Bihar,Patna,2022,3,188665398,298860414441.2887
Bihar,Jehanabad,2022,3,2448662,4817559409.231341
Bihar,Rohtas,2022,3,6784436,14544338902.353832
Bihar,Begusarai,2022,3,7583904,14221932160.040894
Bihar,Supaul,2022,3,4921556,10141522251.311586
Bihar,Sitamarhi,2022,3,12134163,22642688423.69205
Bihar,Saran,2022,3,10802033,20973427431.87491
Bihar,Arwal,2022,3,1236701,2467707362.693567
Bihar,Vaishali,2022,3,9169007,18511476452.576893
Bihar,Pashchim Champaran,2022,3,11723439,21455732877.10686
Bihar,Gopalganj,2022,3,7957267,14444438767.732466
Bihar,Lakhisarai,2022,3,1805206,3725300700.4204597
Bihar,Aurangabad,2022,3,5912006,11748526557.995451
Bihar,Kaimur Bhabua,2022,3,2341336,5227485997.481998
Bihar,Araria,2022,3,6340369,13243913151.984716
Bihar,Munger,2022,3,2750473,5290417306.818951
Bihar,Katihar,2022,3,8203134,15746213805.903904
Bihar,Khagaria,2022,3,3304286,7232845388.720422
Bihar,Saharsa,2022,3,5029944,9756024807.481964
Bihar,Bhagalpur,2022,3,8342252,16048487257.880058
Bihar,Madhubani,2022,3,9999220,19516793344.794167
Bihar,Kishanganj,2022,3,3653577,8599495658.020891
Bihar,Gaya,2022,3,11189071,23491978226.50628
Bihar,Samastipur,2022,3,12531008,23600501220.43035
Bihar,Banka,2022,3,2758275,5282684096.827041
Bihar,Purbi Champaran,2022,3,14515173,28167506672.733845
Bihar,Sheohar,2022,3,1221390,2733020743.2677464
Bihar,Bhojpur,2022,3,5015794,10683915585.523502
Bihar,Madhepura,2022,4,5022050,10394138384.377644
Bihar,Purnia,2022,4,10279227,20057462336.596336
Bihar,Nalanda,2022,4,7514886,15020248161.563335
Bihar,Buxar,2022,4,3859617,8273334277.124817
Bihar,Darbhanga,2022,4,12146750,22879238312.29418
Bihar,Nawada,2022,4,4969118,10797138677.4231
Bihar,Jamui,2022,4,4745328,9004026158.218195
Bihar,Sheikhpura,2022,4,1523803,3199876556.987208
Bihar,Siwan,2022,4,12408052,23745856584.586132
Bihar,Muzaffarpur,2022,4,19056253,37684755616.87426
Bihar,Patna,2022,4,217434851,352393762150.4539
Bihar,Jehanabad,2022,4,2844066,5377284750.092999
Bihar,Rohtas,2022,4,8337061,17861976613.691093
Bihar,Begusarai,2022,4,8893901,16334643255.628489
Bihar,Supaul,2022,4,6223660,12023032235.635077
Bihar,Sitamarhi,2022,4,11973091,22844727997.171284
Bihar,Saran,2022,4,13791757,26710050303.497475
